################################################################################################################################
Constituency code, 		34
Constituency, 			Afzalpur
----------------------------------------------------
################################################################################################################################
Constituency code, 		148
Constituency, 			Kolar
----------------------------------------------------
Candiate                                        Party                                                   Votes     
R. VATHUR PRAKASH                               Independent                                             62957     
K. SRINIVASA GOWDA                              Janata Dal  (Secular)                                   50366     
NASEER AHMED                                    Indian National Congress                                41510     
M.S. ANAND                                      Bharatiya Janata Party                                  1617      
K.S. SRINIVASAGOWDA                             Independent                                             1147      
S. MUNIYAPPA                                    Independent                                             1056      
ABDUL REHAMAN                                   Karnataka Jantha Paksha                                 1041      
G. NARAYANAGOWDA                                Independent                                             678       
SUHAIL DIL NAWAZ                                Independent                                             663       
N. PRAKASH ALIAS BEGLI PRAKASH                  Independent                                             504       
SRINIVASA                                       Independent                                             474       
MAHAR PASHA                                     Samajwadi Party                                         359       
C. THAMMAPPA                                    Janata Dal  (United)                                    298       
S. NAGA SHEKAR                                  Independent                                             292       
C.G. MURALI                                     Lok Satta Party                                         203       
M.S.NARAYANASWAMY                               Samajwadi Janata Party(Karnataka)                       168       
AMJAD PASHA                                     Independent                                             147       
################################################################################################################################
Constituency code, 		146
Constituency, 			Kolar gold field
----------------------------------------------------
Candiate                                        Party                                                   Votes     
RAMAKKA .Y                                      Bharatiya Janata Party                                  55014     
M. BACKTHAVACHALAM                              Janata Dal  (Secular)                                   28992     
V. SHANKAR                                      Indian National Congress                                10218     
S. RAJENDIRAN                                   Republican Party of India                               9760      
V. KALAVATHY                                    Hindustan Janta Party                                   2501      
P. THANGARAJ                                    Communist Party of India  (Marxist)                     2199      
M. ANBU                                         All India Anna Dravida Munnetra Kazhagam                2052      
RAMAKKA                                         Independent                                             951       
M. VENKATASWAMY                                 Republican Party of India (A)                           832       
G. LALITHA                                      Independent                                             795       
R. BHASKARAN                                    Karnataka Jantha Paksha                                 606       
V. RAJAPPA                                      Badavara Shramikara Raitara Congress Party              505       
K.R. DEVARAJA                                   Bahujan Samaj Party                                     445       
L.RANGANATH                                     Bharatiya Republican Paksha                             430       
A.KANTHARUBHAN                                  Independent                                             382       
A. SAMPANGI                                     Independent                                             374       
J. SHARMA                                       Independent                                             365       
S. MURALI                                       Independent                                             269       
RAMACHANDRAPPA                                  Samajwadi Janata Party(Karnataka)                       251       
SHIVAKUMAR .M                                   Samajwadi Party                                         183       
ANBELAGAN                                       Independent                                             128       
RAVI. Y                                         Independent                                             122       
################################################################################################################################
Constituency code, 		222
Constituency, 			Kollegal
----------------------------------------------------
Candiate                                        Party                                                   Votes     
S. JAYANNA                                      Indian National Congress                                47402     
N. MAHESH                                       Bahujan Samaj Party                                     37209     
BALARAJ. S                                      Karnataka Jantha Paksha                                 32929     
G.N. NANJUNDASWAMY                              Bharatiya Janata Party                                  17224     
N. CHAMARAJU                                    Janata Dal  (Secular)                                   4392      
SURESH KUMAR                                    Independent                                             3896      
P. BALARAJU                                     Independent                                             1000      
L. CHANDRASHEKAR                                Independent                                             876       
NINGARAJ. G                                     Bharatiya Dr. B.R.Ambedkar Janta Party                  806       
M. NANJAIAH                                     Janata Dal  (United)                                    743       
################################################################################################################################
Constituency code, 		64
Constituency, 			Koppal
----------------------------------------------------
Candiate                                        Party                                                   Votes     
K.RAGHAVENDRA BASAVARAJ HITNAL                  Indian National Congress                                81062     
KARADI SANGANNA AMARAPPA                        Bharatiya Janata Party                                  54274     
PRADEEP VIRUPAKSHAGOUDA                         Janata Dal  (Secular)                                   6811      
K.M.SYED                                        Karnataka Jantha Paksha                                 4118      
NEKKANTI NAGARAJ                                Badavara Shramikara Raitara Congress Party              2609      
SHIVAKUMAR VADERAHALLI                          Nationalist Congress Party                              1333      
HADAPAD NIRMALA MALLIKARJUN                     Bahujan Samaj Party                                     611       
MANJUNATH.E.CHAKRASALI                          Communist Party of India (Marxist-Leninist) Red Star    599       
################################################################################################################################
Constituency code, 		134
Constituency, 			Koratagere
----------------------------------------------------
Candiate                                        Party                                                   Votes     
SUDHAKARA LAL .P.R                              Janata Dal  (Secular)                                   72229     
DR. G.PARAMESHWARA                              Indian National Congress                                54074     
CHANDRAIAH (VAALE CHANDRAIAH)                   Karnataka Jantha Paksha                                 15738     
PEDDARAJU                                       Bharatiya Janata Party                                  3088      
M.L. SANTHOSH                                   Independent                                             1388      
ANJANEYA                                        Badavara Shramikara Raitara Congress Party              1265      
NARASIMHAMURTHY                                 Independent                                             1100      
BULLA SUBBARAO                                  Bahujan Samaj Party                                     989       
D. LALITHA KRISHNAMURTHY                        Independent                                             547       
L. JANARDHANASWAMY                              National People's Party                                 519       
LAKSHMINARASAIAH                                Independent                                             482       
SHANTHAKUMAR. V                                 Independent                                             454       
MUTTURAJU. P.M                                  Independent                                             369       
################################################################################################################################
Constituency code, 		216
Constituency, 			Krishnaraja
----------------------------------------------------
Candiate                                        Party                                                   Votes     
M.K.SOMASHEKAR                                  Indian National Congress                                52611     
S.A.RAMADAS                                     Bharatiya Janata Party                                  46546     
H.V.RAJEEVA                                     Karnataka Jantha Paksha                                 15573     
VASU.H                                          Janata Dal  (Secular)                                   7486      
NAVEENA.C.K                                     Lok Satta Party                                         1245      
C.MOHANKUMAR                                    Bahujan Samaj Party                                     799       
M PRADEEP KUMAR                                 Independent                                             765       
M.NATARAJ                                       Samajwadi Party                                         476       
RAJANEESH.A.J                                   Independent                                             454       
HARISH.G.S                                      Independent                                             367       
M.S.BALAJI                                      Independent                                             229       
RAMACHANDRA                                     Samajwadi Janata Party(Karnataka)                       210       
P.JAYARAJA HEGADE                               Independent                                             208       
M.MAHESH                                        Independent                                             186       
NASRULLA                                        Independent                                             155       
N.R.RAGHU                                       Janata Dal  (United)                                    148       
GURUSWAMY                                       Independent                                             136       
UDAYASANKARA H P                                Independent                                             130       
H.S.NANJUNDASWAMY                               Independent                                             88        
################################################################################################################################
Constituency code, 		211
Constituency, 			Krishnarajanagara
----------------------------------------------------
Candiate                                        Party                                                   Votes     
SA.RA.MAHESH                                    Janata Dal  (Secular)                                   81457     
DODDASWAMEGOWDA                                 Indian National Congress                                66405     
BASANT .K.N                                     Karnataka Jantha Paksha                                 3827      
M.P.KUMARA                                      Bharatiya Janata Party                                  1860      
LAKSHMANA.D.                                    Bahujan Samaj Party                                     1812      
G.B.DHARMENDRA                                  Independent                                             1416      
MAHADEVASWAMY                                   Badavara Shramikara Raitara Congress Party              690       
################################################################################################################################
Constituency code, 		192
Constituency, 			Krishnarajpet
----------------------------------------------------
Candiate                                        Party                                                   Votes     
NARAYANAGOWDA                                   Janata Dal  (Secular)                                   56784     
K B CHANDRASHEKAR                               Indian National Congress                                47541     
KRISHNA                                         Independent                                             37764     
LOKESHA  B N                                    Independent                                             3612      
VARADARAJEGOWDA                                 Bharatiya Janata Party                                  2519      
G C ASHA                                        Independent                                             2232      
MANJULAMMA                                      Independent                                             1736      
K KESHAVA                                       Badavara Shramikara Raitara Congress Party              1294      
################################################################################################################################
Constituency code, 		5
Constituency, 			Kudachi
----------------------------------------------------
Candiate                                        Party                                                   Votes     
P.RAJEEV                                        Badavara Shramikara Raitara Congress Party              71057     
GHATAGE SHAMA BHIMA                             Indian National Congress                                24823     
MAHENDRA KALLAPPA TAMMANNAVAR                   Bharatiya Janata Party                                  14310     
PARASHURAM SANTRAM GADIVADDAR                   Karnataka Jantha Paksha                                 1066      
SHANTARAM SAKHARAM SANNAKKI                     Janata Dal  (Secular)                                   1050      
SHRIMANT TUKARAM KADAM                          Independent                                             937       
HULLENNAVAR NINGAPPA TAYAPPA                    Karnataka Swarajya Party                                730       
SHEKHAR SHRIPATI KAMBLE                         Independent                                             598       
MALLESH RAMAPPA KASTURI                         Bahujan Samaj Party                                     515       
RAJKUMAR MAHADEV BHOSALE                        Independent                                             289       
################################################################################################################################
Constituency code, 		96
Constituency, 			Kudligi
----------------------------------------------------
Candiate                                        Party                                                   Votes     
B. NAGENDRA                                     Independent                                             71477     
S. VENKATESHA                                   Indian National Congress                                46674     
RAMAPPA                                         Bharatiya Janata Party                                  2632      
G. NATATAJA                                     Independent                                             2321      
B. SUBHASH CHANDRA                              Independent                                             2181      
DR.K.TARASALAPPA                                Karnataka Jantha Paksha                                 1628      
D. KARUNESH                                     Ambedkar National Congress                              1135      
G KARAPPA                                       Janata Dal  (Secular)                                   1078      
BASAVARAJ N.                                    Independent                                             1012      
ANJINAPPA KAJJERU                               Independent                                             890       
APPAIAH                                         Independent                                             815       
M KARIBASAPPA                                   Bahujan Samaj Party                                     622       
H.P.SHARANAPPA                                  Samajwadi Party                                         476       
################################################################################################################################
Constituency code, 		78
Constituency, 			Kumta
----------------------------------------------------
Candiate                                        Party                                                   Votes     
SHARDA MOHAN SHETTY                             Indian National Congress                                36756     
DINAKAR KESHAV SHETTY                           Janata Dal  (Secular)                                   36336     
SURAJ NAIK SONI                                 Bharatiya Janata Party                                  28411     
GOUDA GAYATRI MANJUNATH                         Karnataka Jantha Paksha                                 14286     
MOHAN BAGLU PATGAR                              Independent                                             3070      
NAGARAJ SHRIDHAR SHET                           Hindusthan Nirman Dal                                   1534      
VASANT JOGALEKAR                                Bahujan Samaj Party                                     978       
MAHABALESHWAR RAMAKRISHNA BHAT MADGUNI          Independent                                             881       
ASHOK.  R.   MADIVAL (JADUGAR) HONAVAR          Independent                                             789       
DATTARAYA HANUMANTH PATGAR                      Badavara Shramikara Raitara Congress Party              644       
SADANAND ANNAPPA DESHBHANDARI                   Janata Dal  (United)                                    572       
################################################################################################################################
Constituency code, 		119
Constituency, 			Kundapura
----------------------------------------------------
Candiate                                        Party                                                   Votes     
HALADY SRINIVASA SHETTY                         Independent                                             80563     
MALLYADI SHIVARAMA SHETTY                       Indian National Congress                                39952     
KISHORE KUMAR                                   Bharatiya Janata Party                                  14524     
SRINIVASA.H                                     Independent                                             2442      
MANJUNATH                                       Independent                                             764       
KRISHNA BARATHCAL                               Janata Dal  (United)                                    738       
################################################################################################################################
Constituency code, 		70
Constituency, 			Kundgol
----------------------------------------------------
Candiate                                        Party                                                   Votes     
CHANNABASAPPA SATYAPPA SHIVALLI                 Indian National Congress                                52690     
CHIKKANGOUDRA SIDDANGOUDA ISHWARGOUD            Karnataka Jantha Paksha                                 31618     
MANJUNATHGOUDA RAYANGOUDA PATIL                 Bharatiya Janata Party                                  23641     
AKKI MALLIKARJUN SAHADEVAPPA                    Janata Dal  (Secular)                                   15613     
VEERUPAKSHAPPAGOUDA NAGANGOUDA FAKKIRAGOUDRA    Independent                                             2309      
VEERUPAKSHAPPA KALLIMANI                        Badavara Shramikara Raitara Congress Party              869       
CHANNAPPA MALLAPPA KAMADOLLI                    Independent                                             694       
KURUBAR CHANDRAPPA GANESHAPPA                   Bahujan Samaj Party                                     600       
KIRAN FAKKIRAPPA SHETTEPPANAVAR                 Karnataka Makkala Paksha                                576       
GOKAK JAILANI MAHABUBSAB                        Independent                                             498       
KUTUBUDDIN IMAMSAB BELAGALI                     National People's Party                                 409       
################################################################################################################################
Constituency code, 		131
Constituency, 			Kunigal
----------------------------------------------------
Candiate                                        Party                                                   Votes     
D. NAGARAJAIAH                                  Janata Dal  (Secular)                                   44575     
D.KRISHNAKUMAR                                  Bharatiya Janata Party                                  34943     
B.B. RAMASWAMYGOWDA                             Indian National Congress                                33918     
C.N. RAVIKIRAN                                  Independent                                             24604     
DHANARAJ HERUR                                  Republican Party of India                               1280      
B.V. PRAKASH                                    Karnataka Jantha Paksha                                 1029      
A.L. NANJAPPA                                   Independent                                             926       
V.T. JAYARAM                                    Independent                                             833       
N.R.LAKSHMINARAYANA                             Badavara Shramikara Raitara Congress Party              437       
################################################################################################################################
Constituency code, 		60
Constituency, 			Kushtagi
----------------------------------------------------
Candiate                                        Party                                                   Votes     
DODDANAGOUDA HANAMAGOUDA PATIL                  Bharatiya Janata Party                                  44007     
AMAREGOUDA LINGANAGOUDA PATIL BAYYAPUR          Indian National Congress                                40970     
K.SHARANAPPA VAKEELARU                          Janata Dal  (Secular)                                   26691     
GONAL RAJASHEKAR GOUDA                          Badavara Shramikara Raitara Congress Party              17543     
HIREMATH SANGAMESH SHEKARAYYA                   Independent                                             1743      
PURADAPPA KANDGAL VAKEELARU                     Independent                                             1496      
FAKIRAPPA SOMAPPA CHALAGERI VAKEELARU           Karnataka Jantha Paksha                                 1442      
LAXMANA DURAGAPPA TALAWAR                       Independent                                             955       
SHIVAPUTRAPPA GUMGERI                           Bahujan Samaj Party                                     833       
MARIYAPPA BASAPPA MADIWALAR                     Independent                                             822       
BASAVARAJ NARASAPPA BILKAR HANAMSAGAR           Independent                                             509       
ABDUL NAYEEM ABDUL RABSAB                       Independent                                             492       
BASAVARAJ MARIYAPPA BUNNATTI                    Communist Party of India (Marxist-Leninist) Red Star    384       
MALLIKARJUNSWAMI V HIREMATH (CHALAGERA)         Janata Dal  (United)                                    359       
################################################################################################################################
Constituency code, 		57
Constituency, 			Lingsugur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
MANAPPA D.VAJJAL                                Janata Dal  (Secular)                                   31737     
D.S.HOOLAGERI                                   Indian National Congress                                30451     
SIDDU Y.BANDI                                   Badavara Shramikara Raitara Congress Party              25005     
H.B.MURARI                                      Karnataka Jantha Paksha                                 18347     
T.R.NAIK                                        Bharatiya Janata Party                                  13545     
DR.RANGANATH                                    Independent                                             2737      
COMRADE CHINNAPPA KOTRIKI                       Communist Party of India (Marxist-Leninist) Red Star    1232      
YASHODHAR BHAJANTRI                             Independent                                             1171      
NANDAPPA P BOMBAYKAR                            Independent                                             1101      
SHEKHARAPPA SHIVANGI                            Janata Dal  (United)                                    969       
SUBHAS Y CHAWAN                                 Karnataka Rajya Ryota Sangha                            940       
BALARAMA                                        Independent                                             868       
PAMPAPATHI GUDADUR                              Bahujan Samaj Party                                     757       
DANAMMA SHIVASHANKARAPPA                        Independent                                             720       
################################################################################################################################
Constituency code, 		187
Constituency, 			Maddur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
D.C.THAMMANNA                                   Janata Dal  (Secular)                                   80926     
MADHU G.MADEGOWDA                               Indian National Congress                                48968     
KALPANA SIDDARAJU                               Independent                                             15797     
VENKATESHA                                      Independent                                             2840      
BORAIAH H H (SWAMY)                             Bahujan Samaj Party                                     1843      
VANAJAKSHI RAMARAJU                             Bharatiya Janata Party                                  1745      
KUMARA                                          Independent                                             1482      
M.RAVISHANKAR                                   Independent                                             590       
K.M.ANANDAREDDY                                 Karnataka Jantha Paksha                                 561       
K.SHIVANAND                                     Badavara Shramikara Raitara Congress Party              425       
KARADAKERE YOGESHA                              Hindustan Janta Party                                   380       
NINGEGOWDA                                      Independent                                             377       
NADEEM BAIG                                     Independent                                             338       
################################################################################################################################
Constituency code, 		138
Constituency, 			Madhugiri
----------------------------------------------------
Candiate                                        Party                                                   Votes     
KYATASANDRA N.RAJANNA                           Indian National Congress                                75086     
M.V.VEERABHADRAIAH                              Janata Dal  (Secular)                                   60659     
LAKSHMINARAYANA                                 Independent                                             2183      
KORAMANGALA MUNIYAPPA                           Bahujan Samaj Party                                     1992      
RAJANNA                                         Independent                                             1929      
B.SUMITRADEVI                                   Bharatiya Janata Party                                  1741      
MAHADEVAPPA. N.                                 Independent                                             518       
BHARATHESHA.M.R.                                Independent                                             430       
K.R.RAJANNA                                     Independent                                             421       
KRISHNAMURTHY M.R.(KRISHNA HALLIKAR)            Badavara Shramikara Raitara Congress Party              273       
G.NAGENDRA                                      Independent                                             252       
M.N.VENUGOPALA RAO                              Independent                                             243       
YATHUGONAHALLI C.RANGASWAMY                     Independent                                             239       
RAMANJAIAH. L.                                  Janata Dal  (United)                                    197       
S.H.BHASKAR (GOWDA)                             Independent                                             186       
SANNEERAPPA                                     Independent                                             177       
K.SAROJAMMA                                     Bharatiya Dr. B.R.Ambedkar Janta Party                  173       
THIPPANNA CHOWDARY . L.                         Independent                                             163       
G.NAGARAJA                                      Independent                                             140       
G.M.NAGARAJU                                    Independent                                             110       
ADHINARAYANAPPA                                 Independent                                             109       
T.VENKATAREDDY                                  Independent                                             87        
################################################################################################################################
Constituency code, 		208
Constituency, 			Madikeri
----------------------------------------------------
Candiate                                        Party                                                   Votes     
APPACHU (RANJAN) M.P                            Bharatiya Janata Party                                  56696     
B.A.JIVIJAYA                                    Janata Dal  (Secular)                                   52067     
K.M.LOKESH                                      Indian National Congress                                32313     
N.N.SHAMBHULINGAPPA                             Karnataka Jantha Paksha                                 5714      
HARISH PUVAIAH                                  Independent                                             1537      
S.P.MAHADEVAPPA                                 Bahujan Samaj Party                                     1294      
K.M.BASHEER (K.C)                               Janata Dal  (United)                                    694       
SANTHOSH KUMAR M.V.(YASH)                       Independent                                             681       
NAGESH C.V.                                     Independent                                             679       
DR.B.C.NANJAPPA                                 Independent                                             618       
RAFEEK                                          Independent                                             534       
D.N.VANAJAKSHI NIRVANAPPA                       Communist Party of India (Marxist-Leninist) Red Star    513       
NIZAMUDDIN M.A.                                 Independent                                             276       
GURUPRASAD D.S.                                 Independent                                             240       
################################################################################################################################
Constituency code, 		182
Constituency, 			Magadi
----------------------------------------------------
Candiate                                        Party                                                   Votes     
H.C.BALAKRISHNA                                 Janata Dal  (Secular)                                   74821     
A.MANJUNATH                                     Indian National Congress                                60462     
H.M.KIRSHNAMURTHY                               Karnataka Jantha Paksha                                 27143     
C.K.JAGADISH PRASAD                             Bharatiya Janata Party                                  1604      
A.G.KRISHNAMURTHY                               Bharatiya Dr. B.R.Ambedkar Janta Party                  1228      
M.T.RAVIKUMAR                                   Independent                                             1069      
V.RAJASHEKSHAR                                  Independent                                             869       
JAFFER PAHSA                                    Bahujan Samaj Party                                     515       
K.RAMESHA                                       Janata Dal  (United)                                    434       
T.HOMBEGOWDA                                    Independent                                             392       
T.M.GANGAIAH                                    Independent                                             297       
BALAKRISHNA                                     Independent                                             288       
N.MANJUNATH                                     Independent                                             274       
H.L.BALAKRISHNA                                 Independent                                             268       
R.RANGASWAMI                                    Independent                                             217       
MAHAMAD APSAR PASHA                             Independent                                             185       
################################################################################################################################
Constituency code, 		174
Constituency, 			Mahadevapura
----------------------------------------------------
Candiate                                        Party                                                   Votes     
ARVIND LIMBAVALI                                Bharatiya Janata Party                                  110244    
A.C.SRINIVAS                                    Indian National Congress                                104095    
N.GOVARDHAN                                     Janata Dal  (Secular)                                   5604      
R.L.SRINIVASA                                   Independent                                             1729      
MAYUR PATEL                                     Badavara Shramikara Raitara Congress Party              1532      
MUNIYAPPA                                       Karnataka Jantha Paksha                                 1393      
VENKATESH.N                                     Bahujan Samaj Party                                     786       
MUNIRAJA.P                                      Independent                                             467       
M.MANJUNATH                                     Bharatiya Dr. B.R.Ambedkar Janta Party                  461       
NAGESH.T                                        Independent                                             438       
################################################################################################################################
Constituency code, 		156
Constituency, 			Mahalakshmi Layout
----------------------------------------------------
Candiate                                        Party                                                   Votes     
GOPALAIAH .K.                                   Janata Dal  (Secular)                                   66127     
N.L. NARENDRABABU                               Indian National Congress                                50757     
S. HARISH                                       Bharatiya Janata Party                                  23545     
VEERESH KUMAR .T                                Karnataka Jantha Paksha                                 2936      
RAJSHREE MURALIDHAR                             Lok Satta Party                                         1168      
K.N. SRIDHAR                                    Independent                                             967       
LOKESH .L.                                      Bahujan Samaj Party                                     669       
KRISHNA MURTHY                                  Badavara Shramikara Raitara Congress Party              628       
VARALAKSHMI                                     Independent                                             327       
C. INDRANI                                      Independent                                             205       
A. RAJA                                         Independent                                             167       
P.K. PATIL                                      Independent                                             134       
MANOHAR .H. AYYANNAVAR                          Independent                                             133       
DHANANJAYA .R                                   Independent                                             86        
################################################################################################################################
Constituency code, 		186
Constituency, 			Malavalli
----------------------------------------------------
Candiate                                        Party                                                   Votes     
P.M.NARENDRA SWAMY                              Indian National Congress                                61869     
DR||.K. ANNADANI                                Janata Dal  (Secular)                                   61331     
G.MUNIRAJU                                      Karnataka Jantha Paksha                                 26397     
DR.MURTHY.L.                                    Badavara Shramikara Raitara Congress Party              8018      
B.SOMASHEKAR                                    Janata Dal  (United)                                    3914      
KRISHNAMURTHY.M                                 Bahujan Samaj Party                                     2628      
S.SWAMY                                         Independent                                             2031      
K.BASAVARAJU                                    Communist Party of India  (Marxist)                     1868      
D.N.KUMARA SWAMY                                Bharatiya Janata Party                                  1697      
M.KRISHNAMURTHY                                 Independent                                             898       
M.S.SHASHIKUMAR                                 Independent                                             619       
M.MAHESHA                                       Lok Jan Shakti Party                                    570       
B.S.PUTTASWAMY                                  Ambedkar Janatha Party                                  385       
H.NANJUNDAIAH                                   National People's Party                                 325       
################################################################################################################################
Constituency code, 		157
Constituency, 			Malleshwaram
----------------------------------------------------
Candiate                                        Party                                                   Votes     
DR. ASHWATH NARAYAN C. N.                       Bharatiya Janata Party                                  57609     
B. K. SHIVARAM.                                 Indian National Congress                                36543     
DR. MEENAKSHI BHARATH                           Lok Satta Party                                         7610      
SHWETHA .S                                      Janata Dal  (Secular)                                   2827      
KUMAR .N.                                       Karnataka Jantha Paksha                                 1910      
S.  SATHYAPRAKASH                               Independent                                             319       
ESHWARA. H. A                                   Bahujan Samaj Party                                     273       
B. T. LALITHA NAIK                              Welfare Party Of India                                  236       
VISHWANAT BHAGAWAT                              Independent                                             190       
MANJUNATH. G (GOWDA)                            Badavara Shramikara Raitara Congress Party              183       
M. S. PRAKASH                                   SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)             153       
B. LINGE GOWDA                                  Independent                                             125       
H. GIRISH                                       Independent                                             95        
N. S. SHIVANNA                                  Independent                                             93        
RAJESH. P.                                      Independent                                             71        
PRABHAKAR                                       Hindusthan Nirman Dal                                   62        
################################################################################################################################
Constituency code, 		149
Constituency, 			Malur
----------------------------------------------------
Candiate                                        Party                                                   Votes     
K.S. MANJUNATHGOWDA                             Janata Dal  (Secular)                                   57645     
KRISSHNAIAH SETTY ES.EN. MALURU                 Independent                                             38876     
CHANNA KESHAVA                                  Indian National Congress                                20159     
RAMEGOWDA .G.E                                  Independent                                             19480     
S.R.KRISHNAIAH SHETTY                           Independent                                             1283      
